Row	fbaFlux	minFlux	maxFlux
r0001_c0_f	0.000798498852985026	0.000798498852985026	138327.291225505
r0002_c0_f	0.00560458971585277	0.00560458971586057	2441.44256526521
r0005_x0_f	0	0	9251.88823131895
r0006_c0_f	0.00163809475238796	0.00163809475238796	11693.6641500061
r0007_c0_f	0.00318927274803326	0.00318927274803611	243.316330697419
r0009_c0	0.0118981698013945	0.0118981698013945	377.166556796
r0010_c0	0	0	377.15465862619
r0012_c0_f	0.000351512705635911	0.000351512705635911	3388.30783620808
r0013_m0	0	0	317.493626806634
r0016_c0_f	0.00284278209659613	0.00284278209659613	2389.8917656751
r0017_c0	0	0	567.880545646326
r0018_c0_f	0	0	280.014959688006
r0019_e0_f	0.00915225306755428	0.00915225306757734	10000000
r0020_c0	0	0	188.585237786131
r0021_c0_f	0.00316194757358288	0	89455.9708846061
r0023_m0_f	0.000333333485032573	0.000333333485032573	12.9058273947803
r0024_c0_f	2.35424109432388	2.34881005024985	651454.328675489
r0025_c0_f	0	0	168771.173344085
r0026_c0	0.000155850424905898	0.000155850424905898	0.000155850424905898
r0027_c0	0.00102474097863947	0	53.3772423092518
r0028_c0_f	0.00369572699703748	0.00369572699703748	141.28813944502
r0029_c0	0	0	188.577329313099
r0030_c0_f	0	0	3440.02169803366
r0031_c0_f	0.000333333485032573	0.000333333485032573	6682.202151413
r0032_c0_f	0.00369572699703748	0.00369572699703748	15789.4120711595
r0033_c0_f	2.52173839092135	0	370841.391297776
r0034_c0_f	0	0	198.53940804402
r0035_c0_f	0.00163809475238796	0.00163809475238796	356.083864197768
r0037_m0_f	0	0	411.33332937433
r0039_c0_f	0.00545217601878002	0.00545217601878287	73.4713378806449
r0040_c0	0	0	41.7151615429405
r0041_c0_f	0.00311360886219493	0.00311360886219493	826.598314850621
r0042_c0_f	0.00158946707344294	0.00158946707344295	669.179058231349
r0043_r0_f	0.000158256256472805	0	1524.50991289902
r0044_c0_f	0.000457529948015766	0	226.535625021525
r0045_m0_f	0	0	411.33332937433
r0046_c0_f	5.86774629390563e-05	5.86774629390563e-05	302.200878413899
r0047_c0	0	0	508.567431666723
r0048_m0	4.99237322634094	4.99237322634105	1011.85411597539
r0049_c0	0	0	288.287293100115
r0050_c0	0.000340320717518612	0	13.4685260741633
r0051_r0	4.41107990879598e-05	0	0.000159694949713467
r0053_c0_f	0.00158946707344294	0.00158946707344295	423.096033251204
r0054_m0_f	0.0100056771050818	0.00896910220160727	10000000
r0055_c0_f	0.000327653434803614	0.000327653434803614	340295.27318389
r0056_c0_f	0.00158946707344294	0.00158946707344294	1792.21282442384
r0057_c0	0	0	377.154658626204
r0058_c0_f	0.0104230990045497	0.0104230990045583	599.431311037276
r0059_c0_f	0.00311360886219493	0.00311360886219493	3577.52328981019
r0060_c0_f	0.00304325742396392	0.00304325742396392	17941.4217576068
r0061_m0_f	0.00150488457803499	0	100320.268814788
r0062_m0_f	36.035180069825	0	10000000
r0063_c0	0	0	1.50701444513437
r0064_c0_f	0.000457529948015766	0.000457529948015766	196.574135350482
r0065_c0	3.11360886219493e-05	3.11360886219493e-05	3.11360886219493e-05
r0066_c0	3.20214285714286	3.20214285714286	380.356801483345
r0067_m0_f	0	0	20317.5115595191
r0069_c0_f	0.00163809475238796	0.00163809475238796	34121.330042571
r0070_c0_f	4.96947686877745	0	11139.3319870424
r0071_c0_f	0.000302966849795882	0.000302966849795882	1420.02289541073
r0072_c0_f	0	0	38.4563432578937
r0074_m0	4.99170032886151	4.99170032886162	694.359816271273
r0075_c0_f	0.000938165490646805	0.000938165490646805	12189.087976413
r0077_c0_f	0.00502646910011536	0.00502646910011536	4433.50022607997
r0078_c0_f	0.00545217601878002	0.00545217601878287	0.487778471035291
r0081_c0	0.0123748702007124	0	63.4642671679603
r0082_c0_f	0.000464288931783865	0.000464288931783865	21570.2682423302
r0083_c0_f	0.000250277764328479	0.000250277764328479	5.29519231796096
r0086_c0_f	0	0	1661.67530818638
r0087_c0_f	0	0	127620.972861442
r0088_c0	0	0	26.0622554494944
r0089_c0_f	0.00304325742396392	0.00304325742396392	24201.0551437876
r0090_m0	0	0	309.727008781629
r0091_c0_f	0	0	359408.875181648
r0092_c0_f	0.00163809475238796	0.00163809475238796	2132.58312766069
r0093_c0_f	0.000155850424905898	0.000155850424905898	381.387779044568
r0095_c0_f	0.000280463425888294	0.000280463425888294	1.43333547988944
r0096_c0_f	0.000152413697072747	0.000152413697072747	479.751701435937
r0097_c0_f	0.000152413697072747	0.000152413697072747	274009.337822001
r0098_c0_f	0.000155850424905898	0.000155850424905898	84.0903639266361
r0099_m0	0	0	152.926997059597
r0100_c0_f	0.00135113966261836	0.00135113966261836	2234.81184777373
r0101_c0	0.000780918436463875	0.000780918436463874	0.000780918436463875
r0103_m0	0	0	136.447332162877
r0104_c0	0	0	19.0692017883712
r0106_c0	4.9907837592675	4.99078375926761	799.838725764922
r0107_c0_f	0.000780918436463875	0.000780918436463874	10193.1369105664
r0108_c0_f	0.00545217601878002	0.00545217601877732	338.572584247727
r0110_c0	0.00318927274803326	0.00318927274803611	170.068849498021
r0111_c0_f	0.0410443410654224	0.0410443410654482	628316.893582756
r0113_c0_f	0.000802576405510041	0.000802576405510041	3850.42063315381
r0114_m0_f	0.00337091085876753	0	3672.56668917223
r0115_c0_f	0.000152413697072747	0.000152413697072747	55916.6586881567
r0116_m0	0	0	558.61531124739
r0117_c0_f	0.00549832799306036	0.005498327993096	576329.900705434
r0118_c0_f	0	0	529462.39346457
r0119_c0_f	0.00212228973700353	0.00212228973700353	8914.04652754023
r0120_c0	0	0	67.854532562005
r0121_c0_f	0	0	802.253189444493
r0123_c0_f	0.00163809475238796	0.00163809475238796	888576.303191954
r0124_m0_f	0	0	10000000
r0125_r0_f	0.000241268856458995	0.000241268856458995	21.0373313635821
r0126_c0	0.000327653434803614	0.000327653434803614	89.4222010725537
r0128_c0	0	0	377.154658626202
r0129_m0_f	0	0	3700.89267381092
r0131_m0_f	0	0	411.33332937433
r0133_c0_f	0	0	11346.8568501249
r0134_c0	4.85789266953232	4.85471614864199	3005.48493510453
r0135_c0_f	4.99267938783526	4.99267938783559	2595.56990204646
r0136_c0_f	0.000222164573129433	0.000222164573129433	34741.0819702274
r0138_c0_f	0.000457529948015766	0.000457529948015767	71069.5872233672
r0139_c0	0	0	61.9134558016291
r0140_c0_f	0.000533163287325959	0.000533163287325959	2981.38650921998
r0141_c0_f	0	0	208778.690029212
r0142_c0_f	0	0	34551.5171785259
r0144_c0_f	0.000872507824875905	0.000872507824875905	7.99207342937596
r0146_c0_f	0.000130955446751293	0.000130955446751293	2761.54468508816
r0148_m0	0.000780918436463875	0.000780918436463874	0.000780918436463875
r0150_c0_f	0.00163809475238796	0.00163809475238796	296879.442159474
r0151_c0_f	0	0	1241.06417268617
r0152_e0_f	0	0	10000000
r0154_c0_f	0	0	9296.82564286192
r0156_c0	0	0	13.4681857534458
r0158_r0_f	0.000171204495638762	1.29482391659568e-05	5562.29780741307
r0159_c0	0.00153642852608894	0.00153642852608894	60.863204229716
r0160_c0	4.87295301501945	0	971.243518007875
r0161_m0_f	0.00371431145427092	0.00371431145427092	482.103962184046
r0164_m0_f	0	0	575952.740548485
r0165_c0_f	0.000872507824875905	0.000872507824875905	676.252367101043
r0166_c0_f	0.000351512705635911	0.000351512705635911	23.8316641749012
r0167_c0_f	0.000152413697072747	0.000152413697072747	1384.93757947149
r0168_c0_f	0.00569275765939557	0.00569275765939558	22495.7994768399
r0169_c0_f	0.000388553869396713	0.000388553869396713	5580.56016044862
r0170_c0_f	0.00163809475238796	0	4812.08258417022
r0171_c0_f	0	0	1167961918.50035
r0172_c0_f	0	0	115.426639089104
r0173_m0_f	4.97569220720966	4.97569220721001	41952.3153951151
r0175_c0	2.52026287681154	2.5202628768116	596.231083058422
r0176_c0_f	0	0	2554.51064121109
r0178_c0_f	0	0	2692.6299242995
r0180_m0	0	0	377.154658626207
r0182_c0	0	0	41.7151615429382
r0184_c0_f	5.86774629390563e-05	5.86774629390563e-05	19067.1716862487
r0185_m0_f	0	0	83802.4199029581
r0186_c0	0	0	41.7151615429382
r0187_c0_f	0.061105595099864	0.061105595099878	64.3500582570714
r0188_m0	0.00337091085876753	0	89.4252443299688
r0189_c0	0.000302966849795882	0	377.154961593022
r0191_c0_f	0	0	9259.70268757249
r0193_c0_f	5.86774629390563e-05	5.86774629390563e-05	410.099894258631
r0194_r0_f	5.13042652912692e-05	7.19346620330933e-06	381.46976606991
r0195_c0	0	0	41.7151615429381
r0196_c0_f	0.00211779314088546	0	3311.08138624606
r0197_c0_f	0	0	106.358754871818
r0198_c0	0	0	85.9091557054283
r0199_c0	0.0407546335973113	0.0404143128797916	377.262026956181
r0200_c0_f	0.0131325447022019	0.0131325447022076	164.616775609749
r0201_c0_f	0.00284278209659613	0.00284278209659613	3535.91287950649
r0202_c0	0.00153642852608894	0	60.863204229716
r0203_c0	1.72643188879424e-05	1.72643188879424e-05	1.72643188879424e-05
r0206_m0_f	0	0	10865.4623555031
r0207_m0_f	4.99323017199601	4.99322664305996	601389.570595266
r0208_c0_f	0.000160700626637755	0.000160700626636867	197.5112823976
r0210_c0_f	0	0	2166.38927598285
r0211_c0	0	0	27.9962169775045
r0212_c0_f	0	0	100320.268197181
r0213_m0_f	0.000672897479432197	0.000672897479432197	519.282314021611
r0214_c0_f	0.00545217601878002	0.00545217601877821	1312.98325749166
r0215_c0	0	0	377.154658626204
r0216_c0_f	0.000152413697072747	0.000152413697072747	79075.4047094812
r0217_c0_f	0.00369572699703748	0.00369572699703748	6933.56939808105
r0218_m0	4.96940084155885	4.96940084155896	558.609639618412
r0219_c0_f	0.000483409432190368	0.000483409432190368	17.1090622673287
r0223_m0_f	0.000672897479432197	0.000672897479432197	183.639899425887
r0224_c0_f	0.000155850424905898	0.000155850424905898	570.436830372546
r0225_c0	0.00113193712542718	0.00113193712542718	26.0633875000903
r0226_c0_f	0.00163809475238796	0	20043.5548880759
r0227_c0	0	0	41.7151615429424
r0228_m0_f	0	0	136.447332162877
r0229_c0	0	0	377.154658626215
r0230_c0_f	0	0	1041.24741419304
r0235_c0_f	0	0	1622.77815463408
r0236_c0_f	0	0	12513.2516028958
r0237_c0_f	5.86774629390563e-05	5.86774629390563e-05	3435.07792780981
r0238_c0_f	0.00340196359580314	0.00340196359580314	138952.2877271
r0239_c0	0	0	377.154658626208
r0240_c0_f	5.86774629390563e-05	5.86774629390563e-05	766.669566496683
r0241_c0_f	0.0147693507265269	0	6035.98403313563
r0243_c0_f	0	0	105402.722159838
r0244_c0_f	0.00163809475238796	0	465.603961914552
r0245_c0	0	0	188.5773293131
r0246_c0	0.00284278209659613	0.00284278209659613	377.157501408311
r0247_c0	0	0	170.065660225273
r0249_c0_f	0.000388553869396713	0.000388553869396713	6957.27763004237
r0250_c0_f	0.000802576405510041	0.000802576405510041	3752.14667202634
r0251_c0	0.00241531696781951	0.00241531696781951	0.00241531696781951
r0253_m0_f	0	0	589.030925867749
r0254_c0	0	0	89.42187341911
r0257_c0_f	0.00285912389399665	0.00285912389399665	3208.58702504905
r0258_c0	0.0131325447022019	0.0131325447022076	134.078220604322
r0261_c0	0.000457529948015766	0	27.996216977504
r0262_c0_f	0.000457529948015766	0.000457529948015767	632.221016707911
r0263_c0_f	0.00545217601878002	0.0054521760187886	4117.99503862301
r0264_c0_f	0.00304325742396392	0.00304325742396392	12003.1701091315
r0265_c0_f	0.0131325447022019	0.0131325447022039	119568.214453804
r0268_c0	0	0	377.154658626204
r0269_c0_f	0.00560458971585277	0.00560458971584387	85.6744988792267
r0270_c0	0	0	0.00369572699703748
r0271_c0_f	0	0	21619.6643058375
r0273_m0	4.99337418042336	4.99337418042347	1011.85518353228
r0274_c0	0	0	188.577329313104
r0278_c0_f	0	0	6290.18878424557
r0279_m0_f	4.96568653010458	4.96568653010492	8237.76542394472
r0280_c0_f	0.00369572699703748	0.00369572699703748	811.951455477294
r0282_c0_f	0.00185715572713546	0.00185715572713546	38907.6623218848
r0283_m0	0	0	37.477494402982
r0284_c0_f	0	0	68783.6252342413
r0285_c0	0	0	1.50701444513437
r0287_c0	0.000155850424905898	0.000155850424905898	0.000155850424905898
r0289_c0_f	0	0	81490.9910098677
r0290_c0	0	0	60.6605114569503
r0291_c0_f	0.000999626956982449	0.000999626956982449	3173.56851081236
r0292_c0_f	0.000672897479432197	0.000672897479432197	2899.43595405205
r0298_c0	0	0	377.154658626198
r0299_c0_f	0	0	77150.2372113355
r0300_c0_f	0	0	250.779700680817
r0301_c0	0	0	377.154658626216
r0302_c0_f	0	0	6228.19082255856
r0304_c0	0.15152838678124	0	241.20930680417
r0305_c0_f	0.000464288931783865	0.000464288931783865	9876.08866598875
r0307_c0_f	0.00158946707344294	0.00158946707344295	2577.73060711268
r0308_c0_f	0.000333333485032573	0.000333333485032573	140.950825283075
r0309_c0	0.00293136289559769	0	300.326949001333
r0310_c0_f	0.00293136289559769	0	1888.76664862987
r0312_c0	0	0	377.154660268833
r0314_c0_f	0.00158946707344294	0.00158946707344295	13851.5601269543
r0316_c0_f	0.000469082745323402	0.000469082745323402	58.3045043835351
r0318_c0_f	0	0	370603.307950511
r0319_c0_f	0	0	195974.854530219
r0320_c0	0	0	125.484483016346
r0322_c0_f	0	0	72416.7383351573
r0323_c0_f	0.000938165490646805	0.000938165490646805	16.5960387009313
r0326_c0_f	0.00545217601878002	0.00545217601878287	1971.75116517822
r0327_c0	0.000457529948015766	0	85.9096138126974
r0328_c0_f	0.00304325742396392	0.00304325742396392	126.885440423442
r0330_m0_f	0	0	11139.3319870424
r0332_m0_f	0	0	11139.3319870424
r0333_c0	0	0	0.322357047042135
r0334_c0_f	0	0	85889.9212666474
r0335_m0_f	0.000139692347629436	0.000139692347629436	1796.72054600894
r0336_m0_f	4.3160797219856e-06	4.3160797219856e-06	3.78141730340278
r0337_m0_f	0.0174683359289497	0	1059399164.58751
r0338_x0	0	0	0.396877687329747
r0339_m0_f	0.00191069658166677	0	10000000
r0340_x0	0	0	0.396877687329747
r0341_m0_f	8.65926496163186e-05	8.65926496163187e-05	10520.2798228894
r0342_m0_f	0	0	13.4681857534458
r0343_x0_f	0	0	128.746938196902
r0344_x0_f	0	0	128.746938196902
r0348_m0_f	8.65926496163186e-05	8.65926496163187e-05	2270.19280140821
r0353_c0_f	0	0	9315.83199423665
r0354_m0_f	0.000139692347629436	0.000139692347629436	1418.81579679612
r0358_m0_f	8.65926496163186e-05	8.65926496163187e-05	10520.2798228894
r0359_r0_f	0.000171204495638762	1.29482391659568e-05	5071.07940973895
r0360_x0_f	0	0	128.746938196902
r0365_m0_f	0.00150488457803499	0	2131.87530092955
r0370_m0_f	0	0	114957.751138294
r0371_c0	2.54506054572276	0	567.880545646316
r0372_c0	4.41107990879598e-05	0	0.000159694949713467
r0373_m0	4.96672310500805	0	558.646664260206
r0374_c0_f	0.000830092698842115	0	596.116394567914
r0375_c0_f	0	0	739232.749816633
r0377_r0_f	1.72643188879424e-05	1.72643188879424e-05	9.78109038058403
r0381_m0	9.94164428665657	9.940178605209	1064.74215413994
r0382_c0	0	0	377.154658626202
r0383_c0_f	0	0	184.783065193584
r0384_c0	0	0	43.9121331505601
r0385_c0_r	0	-0	188.577329313104
r0387_c0_f	0	0	476.149902838276
r0388_c0	4.87295301501945	4.87295301501954	971.2435180079
r0390_m0_f	4.98084833507301	4.97996555466561	10000000
r0391_c0_f	0	0	590.375697300265
r0393_c0	0	0	57.1067475000418
r0395_c0	0	0	3.98402846983278
r0397_c0_f	0.000302966849795882	0	0.159868888528202
r0398_m0	0.0140974250701822	0	3415.48556348782
r0399_c0_f	1.72643188879424e-05	1.72643188879424e-05	311.148100616105
r0400_c0_f	0	0	847.773295354711
r0404_c0	0	0	377.154658626209
r0405_c0_f	0.000780918436463875	0.000780918436463875	1148.378324701
r0408_e0	0.000810518968379246	0.000810518968379246	0.000810518968379246
r0409_c0	0	0	125.718220089609
r0411_c0_f	0	0	282.312593528038
r0414_c0_f	0	0	4998.21887006489
r0415_c0_f	0.000469082745323402	0.000469082745323402	2809.04479399416
r0416_m0_f	0	0	204.997922324141
r0417_c0	0	0	41.7151615429424
r0418_c0	0	0	43.9121331505601
r0419_e0_f	15.0599107011143	15.0599107011139	10000000
r0420_m0	0	0	558.646664260213
r0421_r0	0.000241268856458995	0.000241268856458995	0.000241268856458995
r0423_m0	0.00304325742396392	0	0.322357047042135
r0424_c0	0	0	0.322357047042135
r0425_m0_f	4.96940084155885	0	16.473993267749
r0426_c0_f	0	0	16.473993267749
r0427_c0_f	0.00241531696781951	0	758.182047223472
r0429_c0	0.000155850424905898	0.000155850424905898	0.000155850424905898
r0431_c0	0	0	0.322357047042135
r0432_e0_f	0	0	9999999.99811511
r0435_m0_f	0	0	427.111169191093
r0436_x0_f	0	0	10000000
r0437_m0_f	0.00150488457803499	0	31050.1927200119
r0438_x0_f	0	0	24631.4775198799
r0439_c0	0.0147693507265269	0	328.314258577854
r0440_x0_f	0	0	109141.36401568
r0441_c0_f	0.061105595099864	0.0611055950998853	425.825778734089
r0443_c0	0	0	70.0063250325088
r0445_x0	0	0	0.396877687329747
r0447_c0_f	0	0	172.583998738518
r0448_c0	0	0	125.718219542067
r0449_x0_f	0	0	109141.36401568
r0452_m0_f	0.000773458137353768	0.000773458137353769	145535.386056761
r0454_m0_f	0.000773458137353768	0.000773458137353768	2131.87530092955
r0455_m0	19.8832885733131	19.880357210417	1752.32964965367
r0456_e0_f	0.061105595099864	0.061105595099878	10000000
r0458_e0	0	0	0
r0463_m0_f	0.000672897479432197	0.000672897479432197	16197.4875337517
r0464_c0_f	0	0	172.990391555001
r0466_m0_f	0	0	9999999.99922654
r0467_m0_f	0.000672897479432197	0.000672897479432197	22.9556603257153
r0470_m0_f	0.00150488457803499	0	14155.4385496501
r0472_m0_f	0.0039425838138556	0.0039425838138556	10000000
r0473_m0_f	0.000773458137353768	0.000773458137353768	14155.4385496501
r0476_m0_f	0.000672897479432197	0.000672897479432197	16197.4875337517
r0483_c0	0.00241393381903556	0.00241393381903556	971.245931941679
r0487_c0_f	0.000672897479432197	0.000672897479432197	6538.01564075389
r0490_m0	0	0	558.646664260205
r0492_m0_f	0.000672897479432197	0.000672897479432197	10000000
r0494_c0	0	0	2732.38001395124
r0497_c0_f	0.000294217584567426	0.000294217584567426	0.159868888528202
r0498_m0_f	0	0	10000000
r0500_c0	0.000106261722792403	0	0.000106261722792403
r0501_c0	0	0	971.24351800786
r0502_c0_f	0	0	100543.621019852
r0509_c0_f	0.000469082745323402	0.000469082745323402	4.95734168737085
r0510_r0_f	0.0144890796267056	0.0144890796267056	5.418147144373
r0511_m0_f	4.96940084155885	0	10000000
r0512_c0_f	0	0	100543.621019852
r0513_m0_f	0	0	10000000
r0514_m0	0	0	152.926997059597
r0516_c0_f	0.000222164573129433	0	5958.77166383188
r0517_r0	4.41107990879598e-05	0	0.000159694949713467
r0521_c0_f	0	0	28.2268413549628
r0522_r0_f	0	0	227569.444315662
r0523_c0	0	0	125.718219542069
r0526_c0_f	0	0	1211.13693953474
r0530_m0_f	0	0	10000000
r0533_x0_f	0	0	105402.722159838
r0534_r0_f	7.5300739886975e-05	0	28899.4747991327
r0536_c0_f	0	0	3312.60623297618
r0537_r0_f	0.000129971083032126	1.43869324066187e-05	11.2384358116359
